Sentiment,Text,Label,Prediction
0,I just dropped my phone and scratched it all up.,0,0
0,"pfft of all the teams, why bostoN???  is sad from hearing his team got evicted from the play offs",0,0
0,@neiko34 I hate life right now  only cause in bed sweating and shit then back n forth 2 bathroom ...and that's all I'm gonna say,0,0
4,"Morning. Woke up inspired, as I do many a morning. Do something you enjoy today. Focus on today  xo",1,1
0,@harpreetsohalxx  cow u would cum if it was pillows bday init....dont talk to me,0,1
4,@misterwallace I yearn for that kind of view! You are lucky!  All I have is desert-y landscapes with patches of green.,1,1
4,on another note im slowly but surely gettin ova this cold that i have...hopefully i will b ready 4 my outing with the bestie 2morrow,1,0
4,@MikeRacicot I forget what's that again? Ball State used to have a lot of students that would skip on this date.,1,0
4,@firsttiger win and give it to me,1,1
0,"@katiespage Too bad you couldn't come.  Still awesome though! Oh, and I hope the survey works out today, eager to fill it out!",0,0
4,"@xSilja haha, super  I'll join them in the weekend and they can teach me  hhaha",1,1
4,@RalphTresvant lol smh you're experimenting now,1,1
0,@MrKadir woah. lame! grrrrr.,0,0
0,goint to RCB for my shift,0,0
4,goood morning,1,1
4,@moonfrye This is an older well much older one but it is Rebecca. I loved the book and the movie!,1,1
0,"@RobbyWat For a minute I thought that said &quot;Maggie has an extra eye growing.&quot;  Yep, I'm a space cadet.  Sorry for the sweet girl",0,1
0,Just found out we're working through until 1am! Not impressed,0,0
0,wow having a gr8 time with friends. Cant really believe we are leaving the college soon,0,0
4,"My History books just arrived  Now I have something to do in my 12 weeks off. Bar sleeping, I mean",1,1
0,http://twitpic.com/65zfw - i wish my hubby was here to tuck me in,0,0
0,I wanna watch Switchblade Romance again...only I don't have it,0,0
0,I love the Venture Bros so much.,0,1
0,@mzswe3tkissez Eew 2. I can't stand pineapple,0,1
4,"@hippychikky LOL Yes, no one died as a direct result of our trip, so all is good",1,1
4,"@BMolko here in Ecuador, your fans never lose the hope 2 see you one day  (my response had nothing 2 do with the things u wrote)",1,0
4,"@theolbroad Yes, we're married.  Oh, and moving. Just about done; the last &quot;What in the world am I gonna do with this?&quot; stuff left.",1,0
0,"@foozymoo ah that sucks  I'm watching some telly and I'm quite cold, you?",0,0
4,@LiLi_reppin_sod mah name is in the pic  hot shid! its dope tho,1,1
4,Seems like this entire week flew by like lightening,1,0
0,"@SmoothDaDude Brothaaaa, we had soo much without ya this weekend",0,0
0,I find it quite annoying when I come online to check if I'm loved and I find out who's gone through or won this like that :/ Stupid me!,0,0
4,I just had the MOST AMAZING night EVER!!! I love @chelsey_taylor  so freaking much!,1,1
0,@somanshu03 We too are looking forward to the game! Hope its not a washout  #wct20,0,1
4,"@jwoodgate39 good luck today fella. Instead of the specs, mime sending a tweet with a mobile if you get the chance to celebrate",1,1
4,"Aww, my kiddies always put me in a good mood when I leave class  they're such good students (...usuallyy",1,1
0,Can someone temme how to add @tweetmeme buttons to blog posts aligned in 2 columns on home page? Fed up scratchin head.,0,0
0,the magic's gone,0,0
0,"@keoladonaghy Can see the pop-up lists w/ âokina &amp; kahakÅ?, but when I try to use, it types the letter underneath the pop-up box",0,0
0,Abbie ( @Inocencexo ) has had an allergic reaction,0,0
0,@iLanax3:  ima miss that appt. :] but you'll be homeeeee! Im so excited.,0,0
4,"@stoneybaby Haha, good luck with dearest Yoggs",1,1
4,Going to bed. Have to be at work early in the morning at 6:00 am. Have a good night everyone,1,0
0,"Current news on TV: One old book for three students. Numbers of chairs in classroom, NOT suffice for the kids.",0,0
4,Gorgeous day and now gorgeous night,1,1
0,@where_is_barry è¿ªè¿ªå°¼å¥½ç¡ç©ahh?! ææªå»é?,0,1
4,Lunch @ Citrus Club with Citrus Civitan Club. I love some Citrus Tea!,1,1
0,Morning everyone. Playing catch up with twitter. Wasn't on much yesterday and won't be on much today  Hope everyone is well.,0,0
0,"@jamiemcreject Ooohh  .. Prayers still, will help your grandma.",0,1
4,@raidersfan77 aww hiya sweetie thank you missed you too!,1,1
0,My tummy hurts,0,0
0,@jcarterslife LOL awh well I'm not even at 40 yet. :/ &amp; most of the people who follow me are like spammers I guess?,0,0
4,@SirEdwardCullen Yes. Indeed. I agree.,1,1
0,"@Elcucuyfeo I won't be in for the con, I don't think.  Got to save the $$ for Dragon*Con! So you'll have to have enough fun for me, too!",0,0
0,"@CriterionGames I've beat 50% of Big Surf island on my license, beat every event, and I still don't have the Olympus.",0,0
4,at my daddys now  either T4 or Joderall bank,1,0
4,I'm relaxing at home after running errands. Just had a yummy calzone for lunch and I'm ready to sleep  http://mypict.me/26uf,1,1
0,@sarapatton Vomit. I have to be with the kids fri night cause I'm going to be gone morning til night on Sat.  Next date attempt please!,0,0
4,"@Hollywood_Trey Ur very Welcome  That was a get -hyped-up song, now here's a chillin' out one  http://tinyurl.com/5uh44c",1,1
0,@Chloe_Carolinex lol!  im illions too  jst not as illions as u!,0,1
4,@MariM525 lol I am blessed to have you in my life too &quot;mama&quot;  Sorry about your back pain. You should do some stretches.,1,1
4,@wisequeen Hey Donna  How are you? BTW: I changed my nick. Want me to change the width of your sidebar? The ads are only partially visible,1,1
4,hm.. looks like I'm going to compile a kernel for the sheevaplug.. fun!,1,1
4,"@barbfh   OMG - you are decadent, girl!",1,1
4,My hair is looking slightly red today. I like it,1,1
0,@geekmom Great transit system in the city but my &quot;cheap&quot; hotel is out in the suburbs where a bus comes every 45 mins on weekends,0,0
4,@NintendoLaugh I think that's a legitimate excuse.    YAY again!  Can't wait to hear more!,1,1
0,is really bored now  Tweet tweet!,0,0
0,@cyclejvegas so sad I wanted to see that movie it looked really funny,0,0
0,Real talk... I'm over it,0,1
0,Sad Ed McMahon died. Now I will never see him at my door with a sweepstakes check.,0,0
4,Had a good night  but i'm dreading SATs tomorrow ugh,1,0
0,I miss my baby,0,0
4,At el bike run con michelle +1,1,1
4,The A8 n I will b gettin married on July 10 2011 at 4oclock pm . U r invited  bring gifts ....... LOL,1,1
0,@its_me_michelle yeah sorry!,0,0
4,"Good lord, Freedom Force is brilliant",1,1
4,There is no technology that can beat me today.  In the end I will always win.,1,1
4,@mileycyrus can't wait to see what ur going to wear,1,1
0,its like 8:40 im tired iwana go back to bed,0,0
0,@missfrederica i have to get my other phone fixed.. and i cant find someone worthy enough to entrust my fone to.. sucks..,0,0
4,@MissJoJoSmith What are you writing?,1,1
0,"@plumlipstick Unfortunately, &quot;trust&quot; isn't the answer. Most people just can't, alas, be trusted...",0,0
0,my baby is sick and i dont know whats going on  i miss him and wish he was here,0,0
4,"@fashionherald Thanks!  Found it on the rack at a thrift, for real  http://bit.ly/vLvGz",1,1
4,@Vitamin_G I stopped it at 1:23....not funny. Sowwie.,1,0
4,watching alan carr on repeat,1,1
4,"@heldor We went over on Sunday, and he had WAY over done it, so I was worried too, but all is well  now",1,0
0,Freaking traffic! This isn't good,0,0
4,Yay I love cooking,1,1
4,@therealTiffany heyy! just wanted to tell you how awesome you are  hahah love you!,1,1
0,Graduation how depressing,0,0
4,i'm trying to be spontaneous...less and less,1,1
0,"Omg, that was so sad  The last fire where Mel and Sophie died was sad too. Man Hollyoaks really gets you in to it",0,0
0,thx for following i've to follow you back later cause i exceeded the limit,0,1
0,@4everBrandy i know that i couldnt say im ur biggest fan because i cant prove it. but brandy you inspire my entire life.please write back,0,0
0,Story of my life: Ciara So Hard......Nohemie go to sleep!,0,1
0,"My ipod has been in route from NV since this morning.  Darn you too, fedex. You and TWC are now on my Bad List.",0,0
0,@staceyBEAR yeah I didn't even sleep that well last night and the tablets aren't working,0,0
0,Wow I've still gotta wait another 4 hours for my video to upload,0,0
0,i want to see the hangover!!  no moniez,0,0
4,@HalfDeadPrince hey what's up?,1,1
0,already missed her China tweeples,0,0
0,Hey @DJ_AM i tweeted about the mixtape but then it wouldnt let me download the new songs,0,1
0,Sorry having a tweet deck failure,0,0
0,@Wyldceltic1 so i read! i'm glad you're doing better.,0,1
4,because he @the_real_nash wants to be an honorary Filipino  i'll follow him now ;)) thanks @daxvelando!,1,1
0,"Spent 8 hours in ER yesterday, got home and was still puking. I puked for 18 hours straight, ugh. Feeling better today but really weak.",0,0
0,"ok @seesmicdesktop seems to kick tail, BUT i want my friendfeed and i want the text/share window at the bottom like @twhirl   great UI!",0,0
4,Weeeeeeh It's almost tomorrow today!,1,1
0,@danjello its it your schedule? I'm sorry!!! GRR...why are they getting rid of Luke this week? he used up all the checkers,0,0
4,GAMING UP A STORM TODAY!,1,1
4,Did I mention #followfriday follow @100monkeysmusic yeah.. follow them,1,1
4,@amanda4bes you're doing a great job.,1,1
0,will sleep in a while. still mourning the adobo he cooked.  http://plurk.com/p/x12gf,0,0
4,@jsmithready I certainly miss my kitty's when I am away. Have a good night.,1,0
0,group projects suck!! save me,0,0
0,@Zveshi nope...can't eat the soy.  http://bit.ly/yGQDP,0,0
4,"@KendraWilkinson So am I!!! Seen the clips on the ads, looks a good show! Ill defo be watching",1,1
4,hey @peterfacinelli if Chuy (on chelsea lately) is your BFF can I be your other BFF lol or your next bff,1,1
0,@KeiaRose cus???bangin on me damn  lmao,0,0
4,"Good morning thespians a bright and sunny day in UK, Spring at last",1,1
0,"Its a dark day  gutted, will always be a Norwich fan but this was a disgrace",0,0
4,Can't wait for new moon,1,1
4,@MichaelMindes So happy to hear that! It was probably the most fun I'll ever have with an interview.,1,1
4,sleeping .. this is tannerr heyy,1,1
0,"@xAmandaKayx i tried to call her and she didn't answer, obviously. eh, i'm getting sick",0,0
4,"Taking my youngest sister out on a date, just me and her!! We're on a boat right now!!  This is going to be funn!!",1,1
4,fresh from Amsterdam: chocolate pretzels! awesome - like the city itself. need to go on holidays more. i love couch surfing,1,1
4,@QueenSapphyre i could do that!,1,1
4,@pnkrcklibrarian is bf just the great of a cook?  and happy lioness day!,1,1
4,@MandyyJirouxx I like whamming cake!!!  When in doubt wham it out!,1,1
0,Blah blah blah one more hour at work,0,0
0,wont be seeing Chris for another week   so sad,0,0
4,@decart : you are amazing! you are always promoting other people and making them feel special. you're my #ideacamper favorite,1,1
4,Happy Mother's day to all mothers including mom-to-be and moms of 4 legged kids,1,1
0,i don't feel good,0,0
0,Drunk and didn't get to Circle K in time to get more alcohol,0,0
0,Ughh that nap wasn't suppose 2 last no 5 and half hours...dang Y yall aint call &amp; wake me up,0,0
0,@mikebrandes it's only on the 3g phones.,0,0
4,@Rellacafa seems really roomy! i love big kitchens and the food made there...enjoy ur new diggs caf,1,1
0,@stephenfry why did you block me? I only wanted to follow you,0,0
0,@BrookRiley Honest to goodness I think it's a gene - I think you're either an early or late person!  U poor girl.That's how I feel at 10P,0,0
0,is still at work...,0,0
0,@benbalbo I don't think I've seen any email announcement of the CFP on any mailing list I'm on,0,1
4,My nephew Gage is counting down the days to my birthday. How cute is that!! I love you Gage and Adi-cakes!,1,1
0,Baaaaaaaad thunderstorms all day today   Hope it stops before tonights charity event!,0,0
4,@jacvanek i just bought one of your bracelets,1,1
0,going home. ugh im tired of work!,0,0
0,i think i has a sick kitty she keeps puking poor girl  #squaredspace,0,0
0,Sorry Ive been neglecting you Twitter Fam,0,0
0,"@ChetMonique lmao... cheddar biscuits!! she was like yeah, i dnt think im the one for you. he was like: what?!?  said he was hella mad.",0,0
0,is really sunburnt,0,0
0,at the hospital,0,0
4,"Ok Tweeples, I'm done here for a few   Will check in later. Youz tweets amongst yourselves",1,1
0,cramming for afternoon meetings,0,1
0,"Am not going to do anything which may exacerbate head today. Had humungous migraine in the early hours, sick an all",0,0
4,@hiyakate AGRREEEDDDDD!,1,1
4,fixin the kitchen sync,1,0
4,@tammiestark 'bars' is the right spelling,1,1
4,looking forward to having a good old spree in meadowhall with @AniNicholas,1,1
0,@RowdyQueenie I was supposed to call u after this now u r going to bed,0,0
4,@katyperry HI!!! Please say hi to me! You're so awesome and pretty! Please tweet back!,1,1
0,Headache,0,0
4,A campaign should be started to BAN Mondays,1,1
4,Optimism is prime.,1,1
0,@heidivanderlee Your life is the story of missing a character from a decades old TV show?,0,0
0,my neck hurts,0,0
0,why the hell is my display picture not working???!!,0,0
4,had a great birthday yesterday,1,1
4,Watching Transformers movie with the husband. He says I'll like it.,1,1
0,@garygorman yeah man. Shame I murder it,0,0
4,Paps made us sweat lastnight as he loaded the bases before striking out the next 3 batters - my blood pressure thxs you Paps  #redsox,1,1
0,Turns out I should stick to recipes,0,0
0,I can txt the dirtiest thing and just laugh. But if I txt a winky face I feel too forward and like a slut  true story Haha :[[,0,1
4,@Veronica_F Food for thought!  http://tastyfoodz.blogspot.com,1,1
0,sitting here at House of Video. Going to watch a new horror film Zombie Farm. This rain sucks. Want to be home sleeping.,0,0
4,listening to Mia Rose.... touches my soul.,1,1
0,omjesus so it looks like I'm stuck in this waiting room for probably the next 3hrs  this blows,0,0
0,Excited for Humanities department dinner tomorrow! But Sol and Chua won't be there.,0,0
4,"@lcaller They'll put mine alongside people who've paid? Doubt it, buggers",1,0
4,just talked to my &quot;supplier&quot; who owe me big bucks.. just so thankful i was not &quot;that&quot; scammed..,1,1
0,dropped my damned phone. you probably won't hear from me all week.,0,0
0,"Last month by this time, I was crying  I thought @DavidArchie and Cook left Manila but only Cook did at first! I STILL miss them!!",0,0
4,@DanMerriweather That is so mean but I agree  I'd say rosemary is worse though. Tastes like soap.,1,0
4,"@aplusk kinda reminds you of that movie the woman with the dolls, what is that movie? a little help plz...",1,1
0,"Ugh, who wants 2 go out in this weather, let alone to sit outside &amp; watch the Newtown Jets play rugby?! Unfortunately, duty calls.",0,0
4,@WatariGoro oh i was making sure  you was still in YOUR corner,1,1
4,@Greek4Honeybee Hey there Sunshine of my life  how are you today?,1,1
4,On my way to a party for a cuz i don't know lol,1,1
4,@MariJonesMcFly you are? Congratulations then! haha. oh okay. It's nearly midnight here anyway. Bye. Lovely chatting with you.,1,1
4,"&quot;you can ride one, you can catch one, but its not summer til you pop open one&quot;  ?",1,1
4,@tteague Glad to see that the highlight of Friday is FW. Of course you've already confessed that you don't read the best bits ...,1,1
0,"having a very healthy breakie. . banana and yogurt. Where is the toast, eggs and ham!",0,1
4,@k8greene I like to think of that more as the time SHE has left!,1,1
0,Not happy,0,0
0,NOOOOOOO!!!!!!!!!!!!!!!!!!!!!! She busted!,0,0
0,@rolandsmartin Media jumping all over Wanda.... Saying her jokes and comments may have hurt her........,0,0
0,"@steph_williams quite good so far, another day to go. and yes one more at the end of may, then none until end of august",0,0
4,FINAllY got my MGMT cd annd iii looovee it. p.s @khurleyxx i saw your parents at target and told your dad that he's the coolest,1,1
4,"#iremember when i used to wear a school uniform, hmm i loved my cape  #NNSS",1,0
4,@Vampymaus I'm impressed that you caused mechanical failure just to get your first class.  Remind me not to piss you off,1,1
0,"scratched the car up drivin in2 the curb!  jane's a much better driver! she drives it everyday- 1 dent, I drive once in while and i 7/8?",0,1
4,You shutting up.   Jk,1,1
0,is enjoying all the warm weather...just wish David was home,0,1
4,finally getting to sit down i was worried it would be dead at work but actually had some walk-ins and even some highlights,1,0
0,@Ch0en huh?? Like what?? I didnt know?,0,1
0,"@OGOchoCinco Man, Im A Florida Dude.... When You Said L.a By 6, I Was Like, Whatever, But Damn ORLANDO Got Killed! It's Your Fault",0,0
0,is awake at 5:59 AM,0,1
0,"@Dirk_Diggler68 Lol...I kno, but I reeeeaaaaalllllly hate my job.",0,0
0,On the lappy trying to grieve at the loss of my mobile phone,0,0
4,@ladymaryann at 1st i was like what's bb? after a split sec i got it.  @snickers1015 hi steph! TY for the link!  @dazzleme18 hi dazz!,1,1
0,"My first thought when I opened my eyes:  OMG, I FORGOT TEACHER GIFTS! First time ever, in 11 years of LG in school. COMPLETELY forgot.",0,0
4,@amanda_baybeee Yea I was!  Wednesday? Is that at the ABC? Do you have tickets?,1,1
4,"@atebits P.S. on the tweetie-mac page, under 'bookmarklet' change 'single from' to 'single click from'. I believe that's what you meant.",1,1
0,has got a major hangover,0,0
4,@timetogetupclub Happy Sunday!!!,1,1
4,@DanielleRicks I'm in your stream of prosperity today.  Luvin' the flow!,1,1
0,@SneakerBeezy oh noes T_T  school was cool (: for the first time ever o.e ..jk xD yeahp always will be (: ...xept for college,0,0
0,@NathanFillion Hope stadium was warmer 4 u 2day!Was lovely meeting you!I was a bit starstruck &amp; couldn't say much  But I think you're fab!,0,1
0,Just found out that A&amp;E cancelled Patrick Swayze's show &quot;The Beast&quot;  That's too bad.  Out of 4 new shows I tried last year only 1 made it,0,0
0,one week until i am offically old,0,1
4,Hi New York,1,1
4,@unntouchedd haha aww thanks,1,1
0,Driving Peanut to Orlando,0,1
4,GOOD LUCK FOR ALL,1,1
4,@PeepingNee  Sorry me no smokee.,1,0
4,today is my graduation party,1,1
0,Wonderful sunny start to the morning short lived  grey clouds are coming in fast looks like rain it is forecast for today.,0,0
0,"@sistahe thanks sis,wont be a late late one tho...work tomorrow &amp; sunday",0,1
4,nite bite talking to my NEW YORK boo,1,1
4,headed to Houston tomorrow,1,1
0,Hasn't quite grasped this,0,1
4,@dressjunkie i nearly choked you witch!,1,1
4,Going to Seattle again!  #boarding SFO to SEA -  http://v.cristdr.com/3MK,1,1
4,"@Cristina_Gil  shï¿½, Maracaibo",1,1
4,@sgBEAT:alvin91 this message reply is coming from my phone.,1,1
0,"should really be in bed.  6:15 will happen fast.    But, whatever.",0,0
4,http://www.shopping-centre.co.uk Dan will give you a wet sloppy kiss if you vote for us!! xxx,1,1
0,Lost Soccer Game 4-1. Not enough passing   Hopefully I'll come up with a good idea for a video today.,0,0
0,@bookwhore I love the original Crow movie. Brandon Lee = Hawt!! So sad he's gone.,0,0
4,@ipol_ as a matter of fact she's making lemon chicken tomorrow  she made mongolian lamb today LOL,1,1
0,"@LittleJoe_9W yeah, who locked that thread. The noob was able to post way more than me in there and now he's caught up to me again",0,0
0,"@roxettehowe i'm not sure... if my foot is better by then... I want to go watch though, but idk if i can since it's far from my house  i",0,0
4,"Chromium for Ubuntu: Every time you try to write inside a text box, the browser crashes. Besides that, the browser is looking good",1,0
4,shawty got assssss fo dayyyys,1,1
4,"@kama_sue Thank you, though me as a role model frightens me some.",1,1
4,@margotrobbie was just on neighbours.com.au and watched Margot's look.,1,1
0,"@DavidArchie Aw, I can`t believe we`re not in the same time zone anymore. ( I got used to it after a week.",0,0
0,@kirstiealley awake,0,1
4,@lucy88 I agree ~ have to admit it is the horror of what people will serve and say about others that delights ~ oh &amp; I shout at the tv,1,1
0,"Think I'm going to indulge in some Paper Tossing, then bed.",0,1
4,@Hunterz14 Hey. You're from MMPH too? What's your handle?,1,1
0,@jefframone I miss that show.,0,0
0,oh darnit! all my crops are going to die tomorrow because i wont be able to harvest them.,0,0
0,"@D_3 Don't know what to say other than  I'm sorry, man.",0,0
4,@iSinclair OK well after I get out of the bath I will put on my new sunglasses and it will be fine,1,1
4,@MykeeeFresh ooooo thx,1,1
4,@dmahugh so give us a food update? feeling like an australian soldier,1,0
0,@jaketoocool i can't see it im on my sidekick,0,0
4,Waiting for the Istanbul F1 GP weekend with the Wild Boys,1,1
0,@PickaxeMellie Oh noes! Cars are indeed frustrating though.,0,0
0,"@singlemom75 that's the prob, no idea how to meet guys. Met all my exs online &amp; now I've dated that pool dry",0,0
4,"Really cannot be assed with the exam this afternoon. I hate business arghh, at least it's the last time I ever have to do it",1,0
0,Seazer wide awake and still feel like clubbing in Rotterdam ..but where  :S... btw: Good  morning my peeps..,0,1
4,@RCantiques Good morning! Lets both have a second cup  I could use it!,1,1
0,I miss you too..  But at this time we can't change it... it's so difficult... i love you &lt;3,0,0
4,Mon 15.Jun: I've just dropped my girlfriend off at the airport but am available to answer emails all day.  Feel free to drop me a line,1,0
0,The last remaining survivor of the Titanic - Millvina Dean - died Sunday. How sad  And not the reason &quot;Titanic&quot; is a trending topic. Weird,0,0
0,full of cold again and been awake since 2am im so tierd  x,0,0
4,@woosang ZOMG buy a few boxes of it,1,1
0,"Tried to preorder 3G S from O2 shop. O2 said &quot;sorry, we're not doing pre-orders, but we're expecting plenty of stock, call back Thursday&quot;",0,0
0,I just busted my ass in the kitchen and I'm wearin flats....grr stupid floor,0,0
0,No more school! But 2 exams  oh hell cant it just be all over! ??,0,0
4,"@emoga woo!! go E, Go! Very proud of you.",1,1
0,Feels like a cramp. Quite disconcerting,0,1
4,I have never seen anyone hit a volley in rugby before...amazing try  Lions a bit dissapointing but I'll take two wins ta,1,1
0,@DSTDiva498 all reruns. I really want to be clear about when there are new episodes,0,0
0,Holy sh!t can't believe I am missing this!!!! @andrenickatina performing w/ The Roots tonight @ Highline Ballroom! Hecka sad right now,0,0
4,@StickTree16 I'm watching jb as the cherubs in night of a museum 2,1,1
4,I met this wonderful girl at Macy's. She was buying clothes and I was puttingSlinkies on the escalator,1,1
0,@NerdyNelz. I think ya boys got this game  fo I smell a sweep!,0,1
0,Morning! It's raining!  Hope you're all well!,0,0
0,Ok so I'm paying for it today,0,0
4,"@Misstaken77 always good to polish off a few in the comfort of your own home  Nothing mischevious went down, just a fab night gossiping...",1,1
4,awe... i wish we lived closer too each other  then we could be together,1,0
4,"Photo: My best friend, (We have Dougie Poynterâs plectrums in our mouths) I love her  http://tumblr.com/xko1z7hlj",1,1
4,can't WAIT till thursday,1,1
4,http://twitpic.com/3jqqq - Ubiquitous port erin sunset shot  - first of this summer,1,1
4,I remember the days when I would whimsically dream about winning the lottery... now I'm at a point where I'm desperately hoping I will,1,0
4,@mark_till its the end of the world as we know it...i feel fine.,1,1
4,@ryuuenx  OOH! Can I get a mix tape too? In return I'll draw you something EPIIIIC. Anything you want! C'mon~! It's a good deeeal!,1,1
4,Haha just called a different kind of dibs and got caught  Then i just called the right kind of dibs on a woman in ALL pink like scrubs LOL,1,1
4,so idk lol. but i know the pic of me &amp; chelsea staub is in it lol. Thanks @BrittneyTee for telling me  i didn't even know lol,1,1
4,"@wirelesspacket In order to be slackin, you'd have to be here --&gt; http://live.slackstuff.com  thats what we slackers call it anywho...",1,1
0,"@yannx Entrep tomorrow or what? Yeah I know I'm not even started on SEFest yet, wtf. I hope I get better by tomorrow. I can't taste anyth",0,0
4,I love making wookie noises in montauk,1,1
0,"@paulamackie OMG In 2 days read twilight, new moon just yesterday started eclipse! Taking it slower or I will get sad when nothing left!",0,0
0,is numbing her throat with strepsils,0,0
4,@angch come for the panel on cto and cio panel with me and @gier. we can promise a show.,1,1
4,"@recamel Mmmm, I want some, you goat cheese tease! That literally totally made My mouth water big time, yummss, want want want...",1,0
4,"@mistressmia i enjoy Michael Buble's songs as well, if only i could make as much money as him !",1,0
0,Ugh family days sucks  when ders really nothing to do,0,0
4,@Tat2dHUfan i'm just a &quot;normal&quot; bipolar person trying to learn more about it and meet other bipolar people  i meant CHAT not char,1,1
4,"@cityhawk: Ð½Ð¸ÑÐµ Ñ?ÐºÐ¾ÑÐ¾ Ð½Ð¾Ð²ÑÐ¹ Ð°Ð¹ÑÐ¾Ð½ Ð²ÑÐ¹Ð´ÐµÑ, ÐºÑÐ¿Ð¸ÑÑ Ð¸ Ð½Ð¸ÐºÐ°ÐºÐ¸Ñ Ñ?ÑÐ¸Ð»ÑÑ?Ð¾Ð²",1,1
4,For the record ... MJ Jr. is my nephew not my son   (son of my brother and sister in law),1,1
4,needs some god damn attention!,1,0
4,@darianapatrick Awww OK! Im glad to hear that,1,1
4,"@danny_roberts  I love it love it love it so much, Danny!",1,1
4,@140lover Mornin &amp; Happy Friday back atcha!,1,1
4,@sweeti20 thanks  i make ur job a little less crappier every day!,1,1
4,"Lol @cosmicmother - just when I thought this day couldn't get any stranger, but hey, That's life",1,1
0,"@alyssahaaker i miss you already  having lunch w. jenn and sara, then heading home to my sis!",0,0
0,"@ddlovato That sucks.   I just watched your new movie PPP, you and Selena were great!!",0,0
0,"overslept for church  gonna spend Sunday watching movies, first choice Marley and Me. I have put it off cuz I don't wanna cry!",0,0
4,"Peices r on my floor so i covered it with clothes. I gotta vacum it later. For now, phew! Lol  &lt;Sept.22&gt;",1,1
4,Wii'in it up with Megan! Ping pong is pretty much Our new obsession.,1,1
4,@JBondgirl anything by The Horrors  hmm I may go on blip after I watch throttle trauma 2 street kings. (dudes doing crazy stuff on bikes),1,1
4,@OHOTDANGitsjess JESS  am i right??,1,1
4,@tmorello glad you had an awesome happy birthday!,1,1
0,@AshleyGofficial it's because finished the recordings?,0,1
4,"@jcbaggee LOL Either way, we win.",1,1
4,@thnkhappythghts HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,1,1
0,"wanted to stay in bed this morning with Justin, but that wasn't going to happen",0,0
4,Never a dull moment @Highspots,1,0
4,another manic Monday  Have a good week everyone!,1,1
0,I've been here,0,1
4,@cultureshock666 funky,1,1
0,Had a fun day today... But why am i so sad right now?,0,0
4,viendo red carpet mtv movie awards... x internet en vivo! jejeje,1,1
4,@LeighanneReena more than just the weekend with u nd baylee,1,1
0,@hungryintaipei that looks sooooo good... now i'm hungry,0,0
4,@mrsboswell04 finna head home &amp; get ready 4 dis game to start,1,1
4,@x_greenmints don't worry you'll do fine  mine is told bs (all in my head too) probs throwing in a 3oh3 song cuz it works with my theme,1,1
0,woke up way before my alarm had to make sure @nikobitch left for LA on time and now I can't fall back asleep,0,0
4,@rebeccamezzino have you found out yet about what they said in the Sunday Mail (thinking you might have gone to the shops to buy one  ),1,1
4,@CADbloke AIR is very ram intensive/leaky. .NET is betterer,1,0
0,@silverlines Thk u for ur concern.She's suffering frm brain hemmorage bcuz a chandelier fell on top of her head,0,0
4,@lloydbelleza lloyd! welcome!  kat's also here in twitter!,1,1
0,milo all gone  meh twas yummiee,0,0
4,@debs4680 Gotcha! I did't recognize you from your Twitter name or bio. I just try to be careful who follows my updates.  Give Spud a kiss.,1,1
0,"heading up north, probably wont have any service.",0,0
0,working on my day off   - glad the weather is rainy...,0,0
4,"@rheeuhh enjoy the pizza.  You've been such a gym rat lately, your metabolism will probably burn that off pronto!",1,1
4,subbing all day today! Exciting night...dancing with the stars finale,1,1
0,So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed,0,0
4,"thanx for the #FollowFriday to @albameccanica, @massim8, @gibilix",1,1
0,"Storm knocked out TV at work, lunch is ruined",0,0
0,Debating on whether or not Im going to this shoot @ 11am. Really don't feel up for the hustle and bustle today! Not feeling so good!,0,0
4,@MissCasey23 That's a funny movie,1,1
4,"i'm off  @Jemm23  ....... i don't know wether i still have the TINIEST bit of a thing for,, mango. TOTALLY over milo but just cause mango,",1,0
4,@musical_ecstasy hey I've been alright thanks how're you?,1,1
4,i has changed my twitter's background image! I can has my pillow now!,1,1
4,"(@ericholscher) Note to self: Ctrl-D = Page Up, Ctrl+B = Page down (In vim, and komodo with Vim keybindings",1,0
4,"More good news,looks like we have a good home for one more of the Kittens,I have 4 so if thats the case just one left to find a good home",1,1
4,Good morning followers,1,1
0,@__mares__ I didn't go!  And i just saw your tweet about the Almond Lindt... double trouble!,0,0
4,@rickypl1978 aaww.. thats a compliment  thank you,1,1
0,@taebunny In like 2 weeks  All of it is coming from China,0,0
4,I will have a good day today.,1,1
4,Had just finished reading 'My Remarkable Journey' - Larry King. I can't say how much more I respect him after I read his memoir.,1,1
4,Work til 3:30. Should be an alright day !,1,1
0,Lying here thinking about my sweet chocolate drop...I really miss him already  http://myloc.me/2aLb,0,0
0,im waching tv..hearing some songs..fell boring..,0,0
4,Is so so busy and stressed up with work  but ur msg brighten me up again ..hope everything is fine over in milano,1,0
4,"@PaulaAbdul I hope it all goes well for you in NY  By the way, my parents can't stop singing I'm Just Here For The Music.. he he xxx",1,1
4,"@All_Habs But, if he isn't going to be in Montreal out here in SoCal with Teemu would be a great place for him",1,1
4,@honorsociety http://twitpic.com/6g7bz - i honestly can't wait for your album. its gunna be #FullMoonCrazy fo sho.,1,1
0,Right time to do some work as i have a meeting on monday morning...,0,0
